_object,Pos F1,Pos F2,Pos F3,Volume
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1038: @(4.381, 54.86, 0.595)>",4.381064365388,54.864443540495,0.594550099498928,5048271208888.74
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1039: @(4.398, 55.23, -0.181)>",4.39833654748113,55.2267903032688,-0.180756293790419,2699082951452.18
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1040: @(4.369, 56.24, 2.459)>",4.36918173123709,56.2443428955063,2.45898249517704,371861438594.786
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1041: @(4.379, 55.34, 4.389)>",4.37937508849246,55.335579375747,4.38909956218432,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1042: @(4.386, 57.83, 8.083)>",4.38576051752987,57.8286869370378,8.08317582707066,577297283621.246
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1043: @(4.289, 55.28, 9.29)>",4.28900922673327,55.2849623041222,9.2902970157976,14169277548400.9
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1045: @(4.645, 54.35, 4.65)>",4.6446330561389,54.3451178961663,4.64982641717769,44256088533071.3
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1046: @(4.669, 54.2, 8.917)>",4.66896462206603,54.2009802473356,8.91727662368347,9208049098369.16
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1047: @(4.645, 54.29, 4.136)>",4.64474085702728,54.2871307728043,4.13584790378387,8896102573039.43
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1048: @(4.653, 54.26, 2.499)>",4.65311090159581,54.2606598943122,2.49928850393636,7281627564441.24
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1049: @(4.653, 54.16, 2.284)>",4.6534957498528,54.1551962311629,2.28380609074035,2458641868219.34
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1050: @(4.999, 53.39, 2.618)>",4.99921650440982,53.391325376054,2.6183084193108,3607436321823.35
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1051: @(4.999, 53.4, 2.864)>",4.99889585849989,53.3984365993032,2.86406695567668,3681211909871.97
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1052: @(5.023, 53.4, 4.997)>",5.02260215053094,53.4048106981029,4.99723882649497,42748319537979.2
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1053: @(4.999, 53.4, 7.178)>",4.99902896666265,53.3964745123785,7.17829368050099,1692551485593.99
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1054: @(4.995, 53.61, 6.663)>",4.99528795835141,53.6120428600899,6.66288047851742,435801401494.479
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1055: @(5.001, 53.2, 8.639)>",5.00143110649266,53.1962545747261,8.63925939985153,1182145924737.87
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1056: @(4.9, 49.7, 4.9)>",4.90032490020464,49.6951436418173,4.89995855225768,37092096716797.6
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1057: @(4.893, 49.86, 3.971)>",4.89339580245221,49.8638855028562,3.97124257126543,1281744155241.5
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1058: @(4.9, 49.64, 3.685)>",4.89999513479161,49.6402028224101,3.68534442440885,30094277758350.8
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1059: @(4.903, 49.68, 3.107)>",4.90260503728399,49.6789626866682,3.10675674005314,2372765222582.56
